# started on Wed Jul 15 15:09:40 2026

10.009913567,35531409096,,slots,measured.slice/docker-ed528307634a5b2b9473da256d907ccb124f33f03e13836aa6df87c81b279dbf.scope/agent,1900537194,100.00,,
10.009913567,10778025212,,topdown-retiring,measured.slice/docker-ed528307634a5b2b9473da256d907ccb124f33f03e13836aa6df87c81b279dbf.scope/agent,1900537194,100.00,,
10.009913567,5314172182,,topdown-bad-spec,measured.slice/docker-ed528307634a5b2b9473da256d907ccb124f33f03e13836aa6df87c81b279dbf.scope/agent,1900537194,100.00,,
10.009913567,12943853018,,topdown-fe-bound,measured.slice/docker-ed528307634a5b2b9473da256d907ccb124f33f03e13836aa6df87c81b279dbf.scope/agent,1900537194,100.00,,
10.009913567,6843028171,,topdown-be-bound,measured.slice/docker-ed528307634a5b2b9473da256d907ccb124f33f03e13836aa6df87c81b279dbf.scope/agent,1900537194,100.00,,
10.009913567,613831117,,topdown-heavy-ops,measured.slice/docker-ed528307634a5b2b9473da256d907ccb124f33f03e13836aa6df87c81b279dbf.scope/agent,1900537194,100.00,,
10.009913567,5167082620,,topdown-br-mispredict,measured.slice/docker-ed528307634a5b2b9473da256d907ccb124f33f03e13836aa6df87c81b279dbf.scope/agent,1900537194,100.00,,
10.009913567,7494565743,,topdown-fetch-lat,measured.slice/docker-ed528307634a5b2b9473da256d907ccb124f33f03e13836aa6df87c81b279dbf.scope/agent,1900537194,100.00,,
10.009913567,4203802211,,topdown-mem-bound,measured.slice/docker-ed528307634a5b2b9473da256d907ccb124f33f03e13836aa6df87c81b279dbf.scope/agent,1900537194,100.00,,
10.009913567,<not counted>,,slots,measured.slice/docker-ed528307634a5b2b9473da256d907ccb124f33f03e13836aa6df87c81b279dbf.scope/toolexec,0,100.00,,
10.009913567,<not counted>,,topdown-retiring,measured.slice/docker-ed528307634a5b2b9473da256d907ccb124f33f03e13836aa6df87c81b279dbf.scope/toolexec,0,100.00,,
10.009913567,<not counted>,,topdown-bad-spec,measured.slice/docker-ed528307634a5b2b9473da256d907ccb124f33f03e13836aa6df87c81b279dbf.scope/toolexec,0,100.00,,
10.009913567,<not counted>,,topdown-fe-bound,measured.slice/docker-ed528307634a5b2b9473da256d907ccb124f33f03e13836aa6df87c81b279dbf.scope/toolexec,0,100.00,,
10.009913567,<not counted>,,topdown-be-bound,measured.slice/docker-ed528307634a5b2b9473da256d907ccb124f33f03e13836aa6df87c81b279dbf.scope/toolexec,0,100.00,,
10.009913567,<not counted>,,topdown-heavy-ops,measured.slice/docker-ed528307634a5b2b9473da256d907ccb124f33f03e13836aa6df87c81b279dbf.scope/toolexec,0,100.00,,
10.009913567,<not counted>,,topdown-br-mispredict,measured.slice/docker-ed528307634a5b2b9473da256d907ccb124f33f03e13836aa6df87c81b279dbf.scope/toolexec,0,100.00,,
10.009913567,<not counted>,,topdown-fetch-lat,measured.slice/docker-ed528307634a5b2b9473da256d907ccb124f33f03e13836aa6df87c81b279dbf.scope/toolexec,0,100.00,,
10.009913567,<not counted>,,topdown-mem-bound,measured.slice/docker-ed528307634a5b2b9473da256d907ccb124f33f03e13836aa6df87c81b279dbf.scope/toolexec,0,100.00,,
10.009913567,5386936002,,slots,user.slice/user-1002.slice/user@1002.service/app.slice/glm-proxy-4156342.scope,296414251,100.00,,
10.009913567,1520317863,,topdown-retiring,user.slice/user-1002.slice/user@1002.service/app.slice/glm-proxy-4156342.scope,296414251,100.00,,
10.009913567,1094110132,,topdown-bad-spec,user.slice/user-1002.slice/user@1002.service/app.slice/glm-proxy-4156342.scope,296414251,100.00,,
10.009913567,2239446919,,topdown-fe-bound,user.slice/user-1002.slice/user@1002.service/app.slice/glm-proxy-4156342.scope,296414251,100.00,,
10.009913567,575364886,,topdown-be-bound,user.slice/user-1002.slice/user@1002.service/app.slice/glm-proxy-4156342.scope,296414251,100.00,,
10.009913567,63383368,,topdown-heavy-ops,user.slice/user-1002.slice/user@1002.service/app.slice/glm-proxy-4156342.scope,296414251,100.00,,
10.009913567,1051864290,,topdown-br-mispredict,user.slice/user-1002.slice/user@1002.service/app.slice/glm-proxy-4156342.scope,296414251,100.00,,
10.009913567,1197523981,,topdown-fetch-lat,user.slice/user-1002.slice/user@1002.service/app.slice/glm-proxy-4156342.scope,296414251,100.00,,
10.009913567,288946267,,topdown-mem-bound,user.slice/user-1002.slice/user@1002.service/app.slice/glm-proxy-4156342.scope,296414251,100.00,,
20.016673113,9767616282,,slots,measured.slice/docker-ed528307634a5b2b9473da256d907ccb124f33f03e13836aa6df87c81b279dbf.scope/agent,613358118,100.00,,
20.016673113,2967737459,,topdown-retiring,measured.slice/docker-ed528307634a5b2b9473da256d907ccb124f33f03e13836aa6df87c81b279dbf.scope/agent,613358118,100.00,,
20.016673113,1542769155,,topdown-bad-spec,measured.slice/docker-ed528307634a5b2b9473da256d907ccb124f33f03e13836aa6df87c81b279dbf.scope/agent,613358118,100.00,,
20.016673113,2199332201,,topdown-fe-bound,measured.slice/docker-ed528307634a5b2b9473da256d907ccb124f33f03e13836aa6df87c81b279dbf.scope/agent,613358118,100.00,,
20.016673113,3157559087,,topdown-be-bound,measured.slice/docker-ed528307634a5b2b9473da256d907ccb124f33f03e13836aa6df87c81b279dbf.scope/agent,613358118,100.00,,
20.016673113,207625001,,topdown-heavy-ops,measured.slice/docker-ed528307634a5b2b9473da256d907ccb124f33f03e13836aa6df87c81b279dbf.scope/agent,613358118,100.00,,
20.016673113,1492041614,,topdown-br-mispredict,measured.slice/docker-ed528307634a5b2b9473da256d907ccb124f33f03e13836aa6df87c81b279dbf.scope/agent,613358118,100.00,,
20.016673113,1188232761,,topdown-fetch-lat,measured.slice/docker-ed528307634a5b2b9473da256d907ccb124f33f03e13836aa6df87c81b279dbf.scope/agent,613358118,100.00,,
20.016673113,2217409952,,topdown-mem-bound,measured.slice/docker-ed528307634a5b2b9473da256d907ccb124f33f03e13836aa6df87c81b279dbf.scope/agent,613358118,100.00,,
20.016673113,26608270776,,slots,measured.slice/docker-ed528307634a5b2b9473da256d907ccb124f33f03e13836aa6df87c81b279dbf.scope/toolexec,1390883255,100.00,,
20.016673113,10014000562,,topdown-retiring,measured.slice/docker-ed528307634a5b2b9473da256d907ccb124f33f03e13836aa6df87c81b279dbf.scope/toolexec,1390883255,100.00,,
20.016673113,4044162735,,topdown-bad-spec,measured.slice/docker-ed528307634a5b2b9473da256d907ccb124f33f03e13836aa6df87c81b279dbf.scope/toolexec,1390883255,100.00,,
20.016673113,6563292469,,topdown-fe-bound,measured.slice/docker-ed528307634a5b2b9473da256d907ccb124f33f03e13836aa6df87c81b279dbf.scope/toolexec,1390883255,100.00,,
20.016673113,6022863531,,topdown-be-bound,measured.slice/docker-ed528307634a5b2b9473da256d907ccb124f33f03e13836aa6df87c81b279dbf.scope/toolexec,1390883255,100.00,,
