# started on Wed Jun 24 18:28:35 2026

1.000567338,10396149388,,cycles,17488994429,72.00,,
1.000567338,9694719015,,instructions,19697148837,81.00,0.93,insn per cycle
1.000567338,42575698470,,slots,21904266214,90.00,,
1.000567338,14682397113,,topdown-retiring,21904266214,90.00,,
1.000567338,10638032016,,topdown-fe-bound,21904266214,90.00,,
1.000567338,2726263984,,topdown-bad-spec,21904266214,90.00,,
1.000567338,14989311441,,topdown-be-bound,21904266214,90.00,,
1.000567338,2141852924,,mem_load_retired.l1_hit,21915396548,90.00,,
1.000567338,23018309,,mem_load_retired.l2_hit,21918377165,90.00,,
1.000567338,3008667,,mem_load_retired.l3_hit,21917870479,90.00,,
1.000567338,957390,,mem_load_retired.l3_miss,21918103413,90.00,,
1.000567338,10454384,,fp_arith_inst_retired.scalar_double,21917375467,90.00,,
1.000567338,218,,fp_arith_inst_retired.128b_packed_double,21917744120,90.00,,
1.000567338,0,,fp_arith_inst_retired.256b_packed_double,21916924972,90.00,,
1.000567338,2549,,fp_arith_inst_retired.512b_packed_double,21906103507,90.00,,
2.004557065,908373770,,cycles,17519443638,72.00,,
2.004557065,679551663,,instructions,19703574119,81.00,0.75,insn per cycle
2.004557065,4513343478,,slots,21887694890,90.00,,
2.004557065,983363718,,topdown-retiring,21887694890,90.00,,
2.004557065,1097143528,,topdown-fe-bound,21887694890,90.00,,
2.004557065,234048311,,topdown-bad-spec,21887694890,90.00,,
2.004557065,2237637433,,topdown-be-bound,21887694890,90.00,,
2.004557065,163004527,,mem_load_retired.l1_hit,21878612262,90.00,,
2.004557065,2488233,,mem_load_retired.l2_hit,21879685255,90.00,,
2.004557065,451228,,mem_load_retired.l3_hit,21891275463,90.00,,
2.004557065,184434,,mem_load_retired.l3_miss,21897098906,90.00,,
2.004557065,454264,,fp_arith_inst_retired.scalar_double,21898449435,90.00,,
2.004557065,148,,fp_arith_inst_retired.128b_packed_double,21898375055,90.00,,
2.004557065,0,,fp_arith_inst_retired.256b_packed_double,21898706245,90.00,,
2.004557065,0,,fp_arith_inst_retired.512b_packed_double,21898405678,90.00,,
3.007564911,1340636511,,cycles,17743471066,72.00,,
3.007564911,1341149748,,instructions,19950466006,81.00,1.00,insn per cycle
3.007564911,6971592566,,slots,22157605185,90.00,,
3.007564911,1569094614,,topdown-retiring,22157605185,90.00,,
3.007564911,1929614798,,topdown-fe-bound,22157605185,90.00,,
3.007564911,516794912,,topdown-bad-spec,22157605185,90.00,,
3.007564911,3200334443,,topdown-be-bound,22157605185,90.00,,
3.007564911,320458844,,mem_load_retired.l1_hit,22157437607,90.00,,
3.007564911,5030700,,mem_load_retired.l2_hit,22152728303,90.00,,
3.007564911,604223,,mem_load_retired.l3_hit,22140668015,90.00,,
3.007564911,304333,,mem_load_retired.l3_miss,22134973522,90.00,,
3.007564911,501926,,fp_arith_inst_retired.scalar_double,22134579905,90.00,,
3.007564911,1414,,fp_arith_inst_retired.128b_packed_double,22140470588,90.00,,
3.007564911,0,,fp_arith_inst_retired.256b_packed_double,22154136226,90.00,,
3.007564911,0,,fp_arith_inst_retired.512b_packed_double,22157380134,90.00,,
4.024569784,4138194577,,cycles,17532877793,72.00,,
4.024569784,8666564872,,instructions,19736740368,81.00,2.09,insn per cycle
4.024569784,23331303281,,slots,21928806492,90.00,,
4.024569784,7817461716,,topdown-retiring,21928806492,90.00,,
4.024569784,6989673139,,topdown-fe-bound,21928806492,90.00,,
4.024569784,1506106217,,topdown-bad-spec,21928806492,90.00,,
4.024569784,7274346102,,topdown-be-bound,21928806492,90.00,,
4.024569784,2736639891,,mem_load_retired.l1_hit,21930501453,90.00,,
4.024569784,28993639,,mem_load_retired.l2_hit,21930809097,90.00,,
