1782131628.737,0.020
1782131629.738,0.030
1782131630.739,0.520
1782131631.740,1.089
1782131632.741,1.049
1782131633.741,1.039
1782131634.742,1.049
1782131635.743,0.989
1782131636.743,1.069
1782131637.744,1.059
1782131638.745,1.059
1782131639.746,1.049
1782131640.746,0.989
1782131641.747,1.039
1782131642.748,1.039
1782131643.748,1.039
1782131644.749,1.049
1782131645.750,1.039
1782131646.750,0.999
1782131647.751,1.049
1782131648.752,1.039
1782131649.753,1.039
1782131650.753,0.949
1782131651.753,1.040
1782131652.754,1.050
1782131653.755,0.969
1782131654.755,1.039
1782131655.756,1.040
1782131656.756,1.030
1782131657.756,0.990
1782131658.757,1.059
1782131659.758,1.039
1782131660.758,1.010
1782131661.758,1.040
1782131662.759,1.040
1782131663.759,1.040
1782131664.759,1.050
1782131665.760,0.570
1782131666.760,1.030
1782131667.761,1.039
1782131668.761,1.029
1782131669.762,1.049
1782131670.763,1.049
1782131671.763,0.130
1782131672.764,0.290
1782131673.764,1.029
1782131674.765,1.049
1782131675.766,1.029
1782131676.766,1.049
1782131677.767,1.059
1782131678.767,0.550
1782131679.768,0.040
1782131680.769,0.320
1782131681.769,1.040
1782131682.770,1.039
1782131683.771,1.039
1782131684.771,1.039
1782131685.772,1.039
1782131686.772,1.039
1782131687.773,1.039
1782131688.773,0.879
1782131689.774,1.049
1782131690.775,1.029
1782131691.775,1.049
1782131692.776,1.029
1782131693.777,1.059
1782131694.777,1.039
1782131695.777,1.030
1782131696.778,1.060
1782131697.778,0.869
1782131698.779,1.039
1782131699.780,1.029
1782131700.780,1.040
1782131701.781,1.039
1782131702.781,1.039
1782131703.782,0.780
1782131704.782,0.100
1782131705.782,1.040
1782131706.783,1.050
1782131707.783,1.039
1782131708.784,1.039
1782131709.784,1.050
1782131710.785,1.040
1782131711.785,1.049
1782131712.786,0.500
1782131713.786,0.020
1782131714.787,0.979
1782131715.788,1.059
1782131716.788,1.030
1782131717.788,1.040
1782131718.789,1.049
1782131719.790,1.029
1782131720.790,1.039
1782131721.791,0.869
1782131722.791,0.020
1782131723.792,1.040
1782131724.792,1.029
1782131725.793,1.050
1782131726.793,1.029
1782131727.794,0.280
1782131728.795,0.410
1782131729.795,1.039
1782131730.796,1.040
1782131731.796,1.050
1782131732.797,1.059
1782131733.797,1.040
1782131734.797,1.050
1782131735.798,0.040
1782131736.799,0.390
1782131737.799,1.029
1782131738.800,1.029
1782131739.800,1.039
1782131740.801,1.040
1782131741.801,1.029
1782131742.802,1.049
1782131743.803,0.939
1782131744.803,0.020
1782131745.804,0.820
1782131746.804,1.029
1782131747.804,1.030
1782131748.805,1.059
1782131749.806,0.030
1782131750.806,0.779
1782131751.807,1.029
1782131752.808,1.049
1782131753.808,1.040
1782131754.808,1.030
1782131755.809,1.049
1782131756.810,0.280
1782131757.810,0.030
1782131758.811,1.030
1782131759.811,1.029
1782131760.812,1.039
1782131761.812,1.039
1782131762.813,0.400
1782131763.814,0.020
1782131764.814,0.020
1782131765.815,0.000
1782131766.815,0.020
1782131767.816,0.000
1782131768.816,0.650
1782131769.817,1.020
1782131770.817,1.050
1782131771.818,1.049
1782131772.818,1.030
1782131773.819,1.039
1782131774.819,1.039
1782131775.820,1.039
1782131776.820,0.690
1782131777.821,0.860
1782131778.821,1.029
1782131779.822,1.039
1782131780.823,1.039
1782131781.823,1.049
1782131782.824,1.030
1782131783.824,1.040
1782131784.825,1.019
1782131785.825,0.829
1782131786.826,0.590
1782131787.826,1.040
1782131788.827,1.029
1782131789.828,1.039
1782131790.828,1.039
1782131791.829,1.040
1782131792.829,1.029
1782131793.830,1.029
1782131794.830,1.040
1782131795.831,0.460
1782131796.831,0.950
1782131797.831,1.040
1782131798.832,1.060
1782131799.832,1.049
1782131800.833,1.040
1782131801.833,1.049
1782131802.834,1.050
1782131803.834,0.690
1782131804.835,0.010
1782131805.835,0.030
1782131806.836,0.030
1782131807.837,0.010
1782131808.837,0.900
1782131809.838,1.069
1782131810.838,1.039
1782131811.839,1.039
1782131812.840,1.039
1782131813.840,1.050
1782131814.840,1.040
1782131815.841,1.040
1782131816.841,1.049
1782131817.842,0.999
1782131818.842,0.000
1782131819.843,0.020
1782131820.844,0.030
1782131821.845,0.020
1782131822.846,0.959
1782131823.846,1.049
1782131824.847,1.029
1782131825.848,1.039
1782131826.848,1.059
1782131827.849,1.059
1782131828.850,1.039
1782131829.851,1.029
1782131830.851,1.039
1782131831.852,1.029
1782131832.852,0.060
