win	group	t_start	t_end	alive_after
000	core_ports	1784079307.371546	1784079312.415004	1
001	priv	1784079312.417538	1784079317.439162	1
002	fe	1784079317.441713	1784079322.464643	1
003	fe_lat	1784079322.467127	1784079327.490317	1
004	dram_bw	1784079327.493052	1784079332.514743	1
005	cache	1784079332.517278	1784079337.540788	1
006	fpbr	1784079337.543391	1784079342.565161	1
007	mlp	1784079342.567611	1784079347.588233	1
008	fe	1784079347.594461	1784079352.618730	1
009	fpbr	1784079352.621280	1784079357.642552	1
010	fe_lat	1784079357.644935	1784079362.669177	1
011	dram_bw	1784079362.671653	1784079367.692596	1
012	priv	1784079367.695048	1784079372.717643	1
013	core_ports	1784079372.720314	1784079377.743124	1
014	mlp	1784079377.745567	1784079382.765699	1
015	cache	1784079382.768219	1784079387.791373	1
016	dram_bw	1784079387.797210	1784079392.818266	1
017	fpbr	1784079392.821073	1784079397.843175	1
018	priv	1784079397.845626	1784079402.866891	1
019	mlp	1784079402.869440	1784079407.889195	1
020	fe	1784079407.891571	1784079412.914594	1
021	cache	1784079412.917636	1784079417.940835	1
022	fe_lat	1784079417.943227	1784079422.966334	1
023	core_ports	1784079422.968809	1784079427.992068	1
024	priv	1784079427.998463	1784079433.020703	1
025	cache	1784079433.023342	1784079438.046353	1
026	fe	1784079438.048901	1784079443.072167	1
027	fpbr	1784079443.074773	1784079448.096540	1
028	fe_lat	1784079448.099106	1784079453.122621	1
029	dram_bw	1784079453.125148	1784079458.147539	1
030	mlp	1784079458.150151	1784079463.170395	1
031	core_ports	1784079463.172915	1784079468.196751	1
032	priv	1784079468.202708	1784079473.224909	1
033	fe	1784079473.227454	1784079478.250608	1
034	cache	1784079478.253220	1784079483.276550	1
035	dram_bw	1784079483.279407	1784079488.300058	1
036	core_ports	1784079488.302624	1784079493.325512	1
037	mlp	1784079493.328051	1784079498.348294	1
038	fpbr	1784079498.350872	1784079503.372860	1
039	fe_lat	1784079503.375694	1784079508.399120	1
040	core_ports	1784079508.405094	1784079513.428047	1
041	fe	1784079513.430524	1784079518.453420	1
042	dram_bw	1784079518.455966	1784079523.490534	1
043	priv	1784079523.493223	1784079528.516471	1
044	mlp	1784079528.518932	1784079533.538942	1
045	fe_lat	1784079533.541445	1784079538.564243	1
046	fpbr	1784079538.566783	1784079543.588792	1
047	cache	1784079543.591190	1784079548.613866	1
048	fe	1784079548.619679	1784079553.654256	1
049	core_ports	1784079553.657104	1784079558.681580	1
050	cache	1784079558.684098	1784079563.707426	1
051	priv	1784079563.709971	1784079568.731382	1
052	dram_bw	1784079568.733897	1784079573.756082	1
053	fe_lat	1784079573.758592	1784079578.782908	1
054	fpbr	1784079578.785584	1784079583.818280	1
055	mlp	1784079583.820928	1784079588.848889	1
056	priv	1784079588.854828	1784079593.876636	1
057	dram_bw	1784079593.879232	1784079598.903016	1
058	cache	1784079598.905490	1784079603.929134	1
059	fe	1784079603.938472	1784079608.962193	1
060	fpbr	1784079608.964795	1784079613.987082	1
061	mlp	1784079613.989615	1784079619.009689	1
062	core_ports	1784079619.012245	1784079624.038384	1
063	fe_lat	1784079624.040973	1784079629.064143	1
064	dram_bw	1784079629.069877	1784079634.090713	1
065	fpbr	1784079634.093191	1784079639.114903	1
066	fe_lat	1784079639.117390	1784079644.146875	1
067	core_ports	1784079644.149647	1784079649.174104	1
068	fe	1784079649.176702	1784079654.201549	1
069	cache	1784079654.204004	1784079659.227680	1
070	priv	1784079659.230310	1784079664.252056	1
071	mlp	1784079664.254638	1784079669.274516	1
072	cache	1784079669.280695	1784079674.304132	1
073	fpbr	1784079674.306616	1784079679.328604	1
074	mlp	1784079679.331145	1784079684.351354	1
075	fe	1784079684.353935	1784079689.376850	1
076	priv	1784079689.379407	1784079694.402776	1
077	fe_lat	1784079694.405269	1784079699.428258	1
078	core_ports	1784079699.430710	1784079704.453705	1
