win	group	t_start	t_end	alive_after
000	fe_lat	1784059624.752322	1784059629.803400	1
001	core_ports	1784059629.806067	1784059634.829729	1
002	dram_bw	1784059634.832228	1784059639.854602	1
003	fe	1784059639.857565	1784059644.882956	1
004	cache	1784059644.885685	1784059649.910884	1
005	priv	1784059649.913681	1784059654.938124	1
006	fpbr	1784059654.940774	1784059659.963532	1
007	mlp	1784059659.966348	1784059664.987200	1
008	mlp	1784059664.993364	1784059670.014472	1
009	priv	1784059670.017073	1784059675.041301	1
010	cache	1784059675.043984	1784059680.068644	1
011	fe_lat	1784059680.071369	1784059685.095592	1
012	dram_bw	1784059685.098127	1784059690.119727	1
013	core_ports	1784059690.122441	1784059695.146759	1
014	fe	1784059695.149614	1784059700.174486	1
015	fpbr	1784059700.177176	1784059705.203224	1
016	fe	1784059705.209897	1784059710.235832	1
017	cache	1784059710.238731	1784059715.263883	1
018	fe_lat	1784059715.266755	1784059720.293286	1
019	core_ports	1784059720.296042	1784059725.321321	1
020	priv	1784059725.323986	1784059730.347913	1
021	dram_bw	1784059730.350765	1784059735.372313	1
022	mlp	1784059735.374760	1784059740.394976	1
023	fpbr	1784059740.397541	1784059745.420492	1
024	fpbr	1784059745.426895	1784059750.452407	1
025	mlp	1784059750.454996	1784059755.476548	1
026	fe_lat	1784059755.479159	1784059760.503853	1
027	core_ports	1784059760.506472	1784059765.531269	1
028	dram_bw	1784059765.533942	1784059770.556487	1
029	fe	1784059770.559325	1784059775.584042	1
030	cache	1784059775.586814	1784059780.610755	1
031	priv	1784059780.613200	1784059785.634971	1
032	fe	1784059785.640892	1784059790.663908	1
033	fpbr	1784059790.666327	1784059795.688408	1
034	cache	1784059795.691130	1784059800.716131	1
035	core_ports	1784059800.738700	1784059805.763810	1
036	fe_lat	1784059805.766624	1784059810.791880	1
037	mlp	1784059810.794743	1784059815.816579	1
038	priv	1784059815.819656	1784059820.846805	1
039	dram_bw	1784059820.849390	1784059825.872573	1
040	priv	1784059825.878161	1784059830.899800	1
041	mlp	1784059830.902210	1784059835.923565	1
042	core_ports	1784059835.926133	1784059840.949187	1
043	fe	1784059840.951603	1784059845.974230	1
044	cache	1784059845.976638	1784059850.999551	1
045	fpbr	1784059851.001953	1784059856.023903	1
046	fe_lat	1784059856.026318	1784059861.049557	1
047	dram_bw	1784059861.052655	1784059866.073566	1
048	mlp	1784059866.079076	1784059871.099077	1
049	fe	1784059871.101529	1784059876.124653	1
050	core_ports	1784059876.127262	1784059881.151213	1
051	priv	1784059881.153988	1784059886.177363	1
052	fpbr	1784059886.179994	1784059891.203416	1
053	fe_lat	1784059891.206929	1784059896.231808	1
054	cache	1784059896.234554	1784059901.259045	1
055	dram_bw	1784059901.261738	1784059906.283920	1
056	fpbr	1784059906.290441	1784059911.313719	1
057	mlp	1784059911.316233	1784059916.337570	1
058	core_ports	1784059916.340133	1784059921.363917	1
059	fe_lat	1784059921.366557	1784059926.389880	1
060	cache	1784059926.392513	1784059931.416624	1
061	fe	1784059931.419298	1784059936.444337	1
062	priv	1784059936.447164	1784059941.470015	1
063	dram_bw	1784059941.472468	1784059946.494025	1
064	core_ports	1784059946.499843	1784059951.523381	1
065	fpbr	1784059951.525937	1784059956.548137	1
066	mlp	1784059956.550627	1784059961.570729	1
067	fe	1784059961.573206	1784059966.596906	1
068	fe_lat	1784059966.599476	1784059971.622243	1
069	priv	1784059971.624795	1784059976.646200	1
070	cache	1784059976.648809	1784059981.674233	1
071	dram_bw	1784059981.676715	1784059986.697569	1
072	mlp	1784059986.703107	1784059991.723497	1
073	core_ports	1784059991.725978	1784059996.749520	1
074	fe	1784059996.752124	1784060001.775215	1
075	dram_bw	1784060001.777844	1784060006.799675	1
076	priv	1784060006.802471	1784060011.827817	1
077	cache	1784060011.830664	1784060016.855472	1
078	fe_lat	1784060016.858318	1784060021.882585	1
079	fpbr	1784060021.885338	1784060026.908597	1
080	fe_lat	1784060026.915018	1784060031.939176	1
081	mlp	1784060031.941771	1784060036.961979	1
082	core_ports	1784060036.964402	1784060041.987519	1
083	dram_bw	1784060041.990040	1784060047.011834	1
084	cache	1784060047.014286	1784060052.037095	1
085	fpbr	1784060052.039489	1784060057.061150	1
086	priv	1784060057.063663	1784060062.085307	1
087	fe	1784060062.087819	1784060067.110485	1
088	dram_bw	1784060067.116208	1784060072.137453	1
089	priv	1784060072.139975	1784060077.163092	1
090	core_ports	1784060077.165812	1784060082.190967	1
091	fe	1784060082.193712	1784060087.217653	1
092	fpbr	1784060087.220211	1784060092.241979	1
093	fe_lat	1784060092.244457	1784060097.267086	1
094	mlp	1784060097.269504	1784060102.289802	1
095	cache	1784060102.292306	1784060107.315890	1
096	fpbr	1784060107.321500	1784060112.343842	1
097	core_ports	1784060112.346916	1784060117.370232	1
098	fe	1784060117.372815	1784060122.395930	1
099	fe_lat	1784060122.398643	1784060127.421934	1
100	cache	1784060127.424468	1784060132.447093	1
101	dram_bw	1784060132.449636	1784060137.470623	1
102	priv	1784060137.473465	1784060142.494981	1
103	mlp	1784060142.497535	1784060147.518531	1
104	core_ports	1784060147.524999	1784060152.551028	1
105	fe_lat	1784060152.553826	1784060157.577247	1
106	mlp	1784060157.579763	1784060162.600254	1
107	dram_bw	1784060162.602864	1784060167.625359	1
108	priv	1784060167.628139	1784060172.650738	1
109	cache	1784060172.653247	1784060177.677870	1
110	fe	1784060177.680460	1784060182.704287	1
111	fpbr	1784060182.707030	1784060187.729993	1
112	cache	1784060187.735884	1784060192.760041	1
113	fpbr	1784060192.762477	1784060197.784438	1
114	priv	1784060197.787011	1784060202.808411	1
115	dram_bw	1784060202.810812	1784060207.831484	1
116	mlp	1784060207.833972	1784060212.854218	1
117	core_ports	1784060212.856818	1784060217.879995	1
118	fe	1784060217.882477	1784060222.906116	1
119	fe_lat	1784060222.908815	1784060227.933279	1
120	mlp	1784060227.939080	1784060232.960269	1
121	fe_lat	1784060232.963005	1784060237.988805	1
122	priv	1784060237.991737	1784060243.017724	1
123	cache	1784060243.020427	1784060248.046100	1
124	fpbr	1784060248.048602	1784060253.070175	1
125	fe	1784060253.072743	1784060258.095979	1
126	core_ports	1784060258.098677	1784060263.124304	1
127	dram_bw	1784060263.126858	1784060268.147656	1
128	dram_bw	1784060268.154369	1784060273.178834	1
129	fe	1784060273.181343	1784060278.204175	1
130	fpbr	1784060278.206631	1784060283.229504	1
131	priv	1784060283.232393	1784060288.254162	1
132	fe_lat	1784060288.256607	1784060293.280438	1
133	cache	1784060293.283125	1784060298.309625	1
134	core_ports	1784060298.312455	1784060303.337496	1
135	mlp	1784060303.340255	1784060308.361644	1
136	cache	1784060308.367396	1784060313.390349	1
137	mlp	1784060313.392816	1784060318.412721	1
138	core_ports	1784060318.415187	1784060323.438135	1
139	priv	1784060323.440643	1784060328.463002	1
140	fe	1784060328.465526	1784060333.489174	1
141	fe_lat	1784060333.491620	1784060338.515066	1
142	fpbr	1784060338.517689	1784060343.541790	1
143	dram_bw	1784060343.544575	1784060348.567615	1
144	mlp	1784060348.574010	1784060353.595419	1
145	cache	1784060353.598068	1784060358.622216	1
146	priv	1784060358.625651	1784060363.650394	1
147	fe	1784060363.652988	1784060368.675762	1
148	dram_bw	1784060368.678259	1784060373.699629	1
149	core_ports	1784060373.702063	1784060378.724901	1
150	fe_lat	1784060378.727351	1784060383.750387	1
151	fpbr	1784060383.752881	1784060388.779765	1
152	fe_lat	1784060388.786033	1784060393.813174	1
153	priv	1784060393.815990	1784060398.840007	1
154	fe	1784060398.842664	1784060403.867403	1
155	mlp	1784060403.880588	1784060408.901208	1
156	dram_bw	1784060408.903678	1784060413.925623	1
157	cache	1784060413.928172	1784060418.953482	1
158	fpbr	1784060418.956016	1784060423.977712	1
159	core_ports	1784060423.980120	1784060429.002882	1
160	dram_bw	1784060429.008883	1784060434.030005	1
161	fe_lat	1784060434.032656	1784060439.056628	1
162	fe	1784060439.059421	1784060444.083373	1
163	fpbr	1784060444.085997	1784060449.109147	1
164	mlp	1784060449.111625	1784060454.133846	1
